FTN_RPD_SD,F_FILE_ID,PROJECT_NM,PRJCT_TYPE,CLOSR_IND,CLOSR_DT,CLOSR_TYPE,SITE_LOC,DFND_CAMP,RECDIST_CD,RECDIST_NM,ORG_UNT_NM,CLOSR_COM,ST_DESC,DRV_DIRCTN,LATITUDE,LONGITUDE,SHAPE,OBJECTID,X,Y
1422,REC0170,MERRILL LAKE,SIT - Recreation Site,N,,,CAMPBELL RIVER,1,RDCR,Discovery Coast,Campbell River Natural Resource District,,"A very small site and if you're the first one there, you're probably going to be the only one! Site is not suitable for large trailers.","NOTICE: John Hart Dam access is open for the time being with intermittent closures mid June 2018. Alternate route via Gordon Rd off Highway 19 north of Campbell River.  Highway signs are posted.From Campbell River, head west on Highway 28. Turn right at the top of General Hill and drive across the John Hart dam. Turn left onto Brewster Lake Road and follow it for 11kms to the main junction. Take the Campbell Lake road for another 13kms and turn right on to the Merrill Lake road. Follow the signs to Merrill Lake.",50.058909,-125.555937,,31312841,317058.0000223287,5548309.999984247
1425,REC4521,ALLAN CREEK TRAIL,SIT - Recreation Site,N,,,VALEMOUNT,0,RDHW,Headwaters,Thompson Rivers Natural Resource District,,"Managed snowmobile riding area, groomed trail and safety cabin.","From Valemount, proceed south on Yellowhead Highway 5 for 37 km.  The parking lot and trailhead are located on the west side of the highway.",52.54051,-119.116604,,31312844,763322.0590774387,5828246.250455556
1426,REC2270,CASCADE CK TRAIL,RTR - Recreation Trail,N,,,KASLO,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,,,50.398647,-117.095142,,31312845,919534.7431104856,5599639.538212777
1272,REC5645,NUGEDZI LAKE TRAIL,RTR - Recreation Trail,N,,,QUADRA ISLAND,0,RDCR,Discovery Coast,Campbell River Natural Resource District,,"A moderate-difficult trail (round trip could take 4-6hrs) that starts off following an old road grade and then continues on a steady uphill grade. Winding through the mossy, old growth forest will lead to Nugedzi Lake ending at a viwpoint overlooking Discovery Passage.","From Quathiaski Cove, travel north turning left onto West Road.  Continue on West Road until reaching Hyacinthe Bay Road traveling for approx. 9km until you come to the Nugedzi Trail sign on your left.  Follow the road to the parking lot.A Quadra Island Trail map is available for purchase from the visitor information centre on Quadra Island next to the Coastal Community Credit Union in Quathiaski Cove.",50.164187,-125.254415,,31312691,338991.00005058304,5559319.000034506
1285,REC1108,HOGSBACK LAKE,SIT - Recreation Site,N,,,VANDERHOOF,10,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,"A small lake 23 km from Vanderhoof on good roads, offers excellent camping for small groups. This pretty lake with its Douglas Fir trees and small island was a favorite camping spot for Carrier people and is a protected archaeological site. 8 vehicle units. Suitable for swimming and picnics. Telegraph Trail trailhead.","From the junction of Hwy 16 and the Blackwater Road located 6 km east of Vanderhoof, drive southeast 17 kms down the Blackwater Road to the junction of the Hogsback Road. Turn right on the Hogsback Road and drive 1.6 km to the site access road.",53.849087999999995,-123.833023,,31312704,445199.00000920735,5967053.000015687
1288,REC2095,NORBOE CREEK,SIT - Recreation Site,N,,,FERNIE,2,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"A small, heavily treed site in the Bull River Valley. The Hornaday Pass trail starts from this site.","Commencing at the Fort Steele Historic Park, proceed north on Hwy 93/95 for 300 metres.  Turn right onto the Wardner - Ft. Steele Road.  Follow this road for 22 km to the Power Plant Road.  Turn left onto this road and follow it over the Bull River Canyon.  On the east side of the river, you will find yourself at the 22 km road marker on the Bull River FSR.  Turn left and continue following the Bull River FSR to Norboe Creek which is between the 74 km and 75 km markers.  The Norboe Creek Recreation Site is on the south side of the creek.",49.889689999999995,-115.138239,,31312707,1064413.216294868,5556066.954885526
1290,REC1046,TEZZERON LAKE,SIT - Recreation Site,N,,,FORT ST. JAMES,7,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,A small 7 unit site on an old mill site suitable for group camping as well as single units; cartop boat launch.,"From 19 km on the Germansen Landing North Road, turn onto the Pinchi Lake Road. Drive 7.5 km, take the right fork and drive a further 7.5 km to site.",54.65663,-124.38217,,31312709,410833.9999758154,6057460.000012504
1567,REC168931,E-Branch Cabin,SIT - Recreation Site,N,,,POWELL RIVER,0,RDSI,Sunshine Coast/South Island,Sunshine Coast Natural Resource District,,,"For up to date road information call 604 485 3132Start from the Highway 101, turn onto Dixon Road, drive for @ 4 kilometres, and you will come to the Goat Loop.  Go left up to the Goat Lake Mainline, after you pass the Mile 8 marker you will come to the Tin Hat Junction, turn right and go down to the Stillwater Mainline.  Turn left and go up the mainline past Horseshoe Creek, past Freda Creek, turn left at the Third Lake Road Junction near Mile 13, up the hill.  ""A"" branch is on your right just past the 15 Mile marker. For E Branch keep going straight past the A Branch turnoff and cross another bridge, then turn right into ""E"" branch just past the Mile 16 marker, drive for @ 3 kilometres to the junction of ""E"" branch and ""E100"", stay on the right and @ 1.5 kilometres farther you will come to a small parking area.  The road is washed out just past the bridge over Alpha Creek and access is by foot only at this time    Stillwater and Goat Main Access Restriction Hours: Monday - Friday, 5am to 6pm. 24/7 Road Access Hotline: 604-485-3132. Call this phone number to find out what the most up to date road access conditions of the Western Forest Product tree farm tenure are. This is an excellent safety feature that can be called 24 hours a day, 7 days a week, and should be referred to any time you are planning to head out into the back country. Access on the Stillwater Mainline during normal logging operation is possible if radio communication is available.   The logging road is mostly gravel and can be rough at different places, a truck/4 wheel drive vehicle is recommended.  . ",49.913847999999994,-124.172504,,31312986,415820.99998945295,5529710.999955473
1588,REC2296,STATE LAKE ROAD,SIT - Recreation Site,N,,,WESTBRIDGE,1,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"A small, treed campsite.  Start of trail into State Lake.",Turn off Highway 33 onto Highway 43 (Christian Valley Road) at Westbridge.  Reset odometer and follow Highway 43 for 51 km.   Turn left onto Christian-Trapping Creek Forest Service Road (Barth Creek) and travel 9.0 km to site.,49.606595999999996,-118.838454,,31313007,800630.1918948444,5503213.648340116
1634,REC33168,Pemberton Dyke Trail,RTR - Recreation Trail,N,,,PEMBERTON,0,RDSQ,Squamish,Sea to Sky Natural Resource District,,,,50.314139,-122.795671,,31313053,514548.00004807825,5573579.000040351
1654,REC106802,Lakit Lookout Trail,RTR - Recreation Trail,N,,,CRANBROOK,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"This short, but steep hike along a well defined trail, past colourful wildflower displays is a good family hike to the lookout on Mt. Lakit at 2354 m. The panoramic view from the lookout includes the Kootenay River winding its way down the Rocky Mountain Trench; the communities of Ft. Steele, Cranbrook and Wasa; and a grand sweep of the Rocky Mountains. Experienced route finders can continue north along the ridge to the summit of Mt. Lakit at 2530 m. The summit is 1 km beyond the lookout with an elevation gain of 175 m. The route crosses some rough terrain that requires boulder hopping and rock scrambling.","Commencing at the Fort Steele Historic Park, proceed north on Hwy 93/95 for 300 metres. Turn right onto the Wardner-Ft. Steele Road. At 0.5km turn left onto the Wildhorse FSR. Follow the main Wildhorse FSR to the 7 km sign. Turn left, go about 200 m, then take the right fork onto the Lakit Lookout Road. Reset your odometer to ""0"". At 3.5 km on the Lakit Lookout Road, stay left passing the Victoria Creek Road. Continue for another 4.5 km to the parking area at the trailhead sign. A high clearance vehicle is recommended for this rough, narrow and precipitous road. Caution is needed at all times.",49.720116,-115.584705,,31313073,1034264.3098420058,5533956.010963052
1659,REC106523,BABY MUNDAY,RTR - Recreation Trail,N,,,CHILLIWACK RIVER VALLEY,0,RDCK,Chilliwack,Chilliwack Natural Resource District,,"If you are looking for a bit more of a challenge this may be it. This 11.0 km trail leads you to two summits; the South summit is a steeper, more exposed and technical climb than the slightly lower North summit. Either path leads to a spectacular hike within incredible alpine wilderness where picturesque tarns and small lakes can be found.  For the avid rock climber several peaks can be climbed; Knight Peak (intermediate hike), Baby Munday North Peak (moderate scramble) and Stewart Peak (moderate scramble).  It is best to plan an overnight hike to gain the most of your time on this outdoor playground and to thoroughly take advantage of the breathtaking alpine forest and scenic mountain views in the horizon.","From Vancouver drive east on the Trans Canada Highway #1 towards Chilliwack. Take exit 119 into Vedder Rd and drive south for about 5 km till you reach the 3-way Stop at the Vedder Crossing Bridge. Turn left onto Chilliwack Lake Road and drive approximately 28 km towards Chilliwack Lake and just past the Chilliwack Lake Bridge turn almost immediately left onto the Foley Creek Forest Service Road (FSR).  After 2 km, turn right at the T-junction after the Foley Creek Bridge and continue along for another 2.2 km. When at the next FSR junction turn left onto the Airplane Creek FSR. Travel along this FSR for 5.2 km. Destination with be on the right. Trail head Lat  49� 8.219'N Long 121� 36.723'W",49.136981,-121.612037,,31313078,601239.0000272389,5443610.999962786
1443,REC2039,TOBERMORY CREEK,SIT - Recreation Site,Y,20200320,,ELKFORD,5,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,"On May 14, 2020 day use activities are permitted. Camping will be permitted on June 1, 2020 subject to COVID-19 health and safety concerns. The Tobermory cabin remains closed.","A small, partially treed site on Tobermory Creek.  Forest Service cabin available for public use at the site.","At Elkford, travel north on the Elk River FSR until the 162 km road marker.  The recreation site is located on either side of the road.",50.523174999999995,-115.01342,,31312862,1065784.528881142,5627329.655642609
1445,REC5114,COPPER HUT,SIT - Recreation Site,N,,,NELSON,2,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"Lying in a thicket of large trees near 2000 metres in a basin on the southwest side of Copper Mountain, the cabin is surrounded by a two hectare area for non-motorized use only. The Copper Mountain cabin is equipped with three bunks (can sleep two each top to tail, no foam mattresses), a wood stove, seating bench and table. Basic cooking utensils (pots, pans, cups, bowls, plates, cutlery, etc.) are stored in small kitchen cabinet. There is also a two burner white gas Coleman Stove and Coleman Lantern (take spare mantels). You will need to bring your own white gas for the stove and lantern. There is NO water at the Copper Mountain Cabin in either summer or winter.The cabin is maintained under partnership agreement with Kootenay Mountaineering Club. For detailed information and driving directions please visit: http://www.kootenaymountaineering.bc.ca.   Commercial use of the cabin is prohibited; any violations should be reported to the recreation officer 250 825 1100","In summer, the normal access is via an old logging road in 49 Creek. This road leaves the small community of Blewett west of Nelson and is signed ""May and Jenny Road"" off Blewett Road (exits to your left as you head west). A high clearance four wheel drive is necessary. Follow May and Jenny Road (becomes Copper Mountain Road) for about 12 km to a pass between Red Mountain and Copper Mountain. Either park at the pass (limited) or continue a further 150 metres along the road to a slightly larger parking area. There are no signs. Follow the old road on foot to reach the ridge south of Copper Mountain. An ATV track leads down to the cabin. Allow one to three hours walking time. Winter access is more difficult as the summer route crosses extensive avalanche paths and is unsafe for most of the winter. It is possible to access the Copper Mountain Cabin from roads in the Snowwater Creek drainage. Route finding skill is necessary. Most winter visitors to the cabin are staying at the cabin as part of the Bonnington Range traverse and will have skied across from the Steed Cabin.",49.386894999999996,-117.385509,,31312864,907368.2128906432,5485640.620540974
1470,REC5914,BREWER CREEK,RTR - Recreation Trail,N,,,INVERMERE,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"View scenic Brewer Lakes, larch forests and open ridges on this trail.  Access to Ben Able lake in the Purcell Wilderness Conservancy  is possible for extended backcountry travel. Trail length - 6km to Brewer LakesElevation gain - 670mNOTE: this is a hiking and equestrian trail.  Summer motorized or mechanized (including mountain bike) use is prohibited.","Driving time: +/- 1 hour from Invermere or Fairmont Hot Springs.  Take Hawke Road/Brewer Creek Road west from the paved Westside Road north of Fairmont.  The road remains on the north banks of Brewer Creek , passing the Brewer Ridge Road at the 12km mark.  Approximately 24 kms from pavement, a bridge crosses Brewer Creek.  From this point ( 2km from road's end) the road is rougher.",50.386772,-116.192334,,31312889,983746.077987653,5603821.864834928
1484,REC163931,Harris Creek Spruce,SIT - Recreation Site,N,,,PORT RENFREW,0,RDSI,Sunshine Coast/South Island,South Island Natural Resource District,,A short trail that leads to a giant Sitka Spruce which is about 4m (13ft) in diameter.,From Lake Cowichan head west on S. Shore Road. Turn left onto Pacific Marine Road (signs for Port Renfrew). Drive 28.6km and the site will be on the left with a small sign and parking area.,48.660250999999995,-124.225278,,31312903,409772.9999741467,5390413.000004393
1523,REC5726,CLEARWATER LAKE,SIT - Recreation Site,N,,,TATLA LAKE,2,RDMH,100 Mile-Chilcotin,Cariboo-Chilcotin Natural Resource District,,"The recreation site is a popular fishing and boating destination, and the area is locally significant in memory of Pete McCormick.  The site provides views of Mount Nogwon to the west.","Approximately 36 km west of Tatla Lake on Hwy 20, turn left onto the access road into Clearwater Lake. Travel 300 meters to the recreation site.",52.020457,-124.992701,,31312942,363269.0000147973,5765187.999981476
1525,REC1502,SUGAR LAKE 2 MILE,SIT - Recreation Site,N,,,CHERRYVILLE,50,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,"NOTICE: SUGAR LAKE MILE 2 WILL BE CLOSED TO THE PUBLIC STARTING OCTOBER 1,2020 UNTIL MAY 1ST, 2021 SPRING. SITE ENHANCEMENT PROJECT TAKING PLACE. FOR BOAT LAUNCH ACCESS PLEASE USE MILE 9 RECREATION SITE. ALL OTHER SUGAR LAKE RECREATION SITES WILL REMAIN OPEN DURING THIS TIME. THANK YOU FOR YOUR PATIENCE.THERE ARE NO RESERVATIONS AVAILABLE AT SUGAR LAKE RECREATION SITESThis is a large open site with multiple camping spots and good access. Use the boat launch to take full advantage of the good fishing opportunities here. Dogs must be under control at all times, and Generator Use is restricted from 9-11am and 6-8pm. Quiet hours are 11pm-7am.  Do not hold campsites. There are no reservations, and sites must be occupied for the purpose of camping. Vehicles, Trailers, Tents or other personal property left unattended may be removed at the owner's expense.","Please notice** There are closures on the Sugar Lake FSR due to a bridge project. There will be intermittent opening to allow traffic through, with a scheduled opening at noon for 1 hour. Closures will take place from September 1, 2020 to November 1st, 2020Follow Hwy 6 to Cherryville and turn onto Sugar Lake road. At Bridge, Travel 1 km along Sugar Lake FSR, and then turn right onto Sugarcampsite FSR. Travel an additional 1 km to campsite.  ",50.376315,-118.528369,,31312944,817900.1153761678,5590036.392897621
663,REC6594,OWEN HAT,SIT - Recreation Site,N,,,HOUSTON,0,RDSS,Nadina-Skeena,Nadina Natural Resource District,,"This day-use area provides access to a 1.9 km trail to the top of Owen Hat, an ancient volcanic feature.  There is rock climbing/bouldering in the area.",West of Houston turn left off Hwy 16 onto the Morice River Rd.  At km 27 go straight onto the Morice-Owen FSR.  Just before 51km turn left onto the Owen. Go to app.8.5 Km on Owen North Road. Rec site is on the right.,54.051956,-126.57972,,31312082,265690.6028772486,5995231.141103434
667,REC6866,1861 GOLDRUSH PACK TRAIL,RTR - Recreation Trail,N,,,WELLS,0,RDCC,Quesnel-Central Cariboo,Quesnel Natural Resource District,,"Come and hike the original route used by Goldrush miners as they travelled overland from the Coast into the Goldfields of the Barkerville area.  The trailhead is in Barkerville and travels up and over Yanks Peak (French Snowshoe Mountain) and down to Weaver Creek where it joins the current road system.There are numerous historic sites along the trail as well as several rustic campsites.Visit; www.barkerville.bc.ca for more detailsNon Motorized Use Only",From Quesnel: travel East on Hwy 26 to Barkerville.  Park at the Barkerville Townsite main entrance the trail branches off just outside of town.,53.0527,-121.52002,,31312086,599197.9999878263,5879156.999960219
669,REC1601,LITTLE PINAUS LAKE,SIT - Recreation Site,N,,,FALKLAND,1,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,This is a small site encompassing the South and West sides of Little Pinaus Lake.,"Access is via Pinaus Lake, Ingram Creek, Cedar Hills and Six Mile Roads. ",50.420108,-119.558723,,31312088,744442.9015796324,5591002.8938016975
822,REC97602,SUNDANCE LAKE,SIT - Recreation Site,N,,,CHETWYND,0,RDPC,Peace - Ft. Nelson,Peace Natural Resource District,,"The site is managed in partnership with the Peace River Regional District and offers fishing opportunities and a rest stop for highway travelers.  Peace River Regional District",From Dawson Creek drive West on Hwy 97 towards Chetwynd for 83 km to the site.  From Chetwynd drive East 15 km on Hwy 97.,55.713187999999995,-121.377196,,31312241,601954.0000345947,6175352.000015019
